tatort	tatort_cleaned	tatort_coding	lat	lon
Tersteegenstraße / C1 in Höhe von Haus-Nr. 28	Tersteegenstraße / C1 28	Tersteegenstraße / C1 28, Moers, Deutschland	51.44885	6.63653
Tersteegenstraße / C1 in Höhe von Haus-Nr. 29	Tersteegenstraße / C1 29	Tersteegenstraße / C1 29, Moers, Deutschland	51.44866	6.63571
Tersteegenstraße / C1 in Höhe von Haus-Nr. 3	Tersteegenstraße / C1 3	Tersteegenstraße / C1 3, Moers, Deutschland	51.44856	6.63353
Tersteegenstraße / C1 in Höhe von Haus-Nr. 30	Tersteegenstraße / C1 30	Tersteegenstraße / C1 30, Moers, Deutschland	51.44885	6.63669
Tersteegenstraße / C1 in Höhe von Haus-Nr. 32	Tersteegenstraße / C1 32	Tersteegenstraße / C1 32, Moers, Deutschland	51.44878	6.63728
Tersteegenstraße / C1 in Höhe von Haus-Nr. 34	Tersteegenstraße / C1 34	Tersteegenstraße / C1 34, Moers, Deutschland	51.44868	6.63761
Tersteegenstraße / C1 in Höhe von Haus-Nr. 36	Tersteegenstraße / C1 36	Tersteegenstraße / C1 36, Moers, Deutschland	51.44869	6.63772
Tersteegenstraße / C1 in Höhe von Haus-Nr. 39	Tersteegenstraße / C1 39	Tersteegenstraße / C1 39, Moers, Deutschland	51.44866	6.63593
Tersteegenstraße / C1 in Höhe von Haus-Nr. 41	Tersteegenstraße / C1 41	Tersteegenstraße / C1 41, Moers, Deutschland	51.44868	6.63633
Tersteegenstraße / C1 in Höhe von Haus-Nr. 41a	Tersteegenstraße / C1 41a	Tersteegenstraße / C1 41a, Moers, Deutschland	51.44868	6.63645
Tersteegenstraße / C1 in Höhe von Haus-Nr. 41b	Tersteegenstraße / C1 41b	Tersteegenstraße / C1 41b, Moers, Deutschland	51.44868	6.63653
Tersteegenstraße / C1 in Höhe von Haus-Nr. 43	Tersteegenstraße / C1 43	Tersteegenstraße / C1 43, Moers, Deutschland	51.44865	6.63667
Tersteegenstraße / C1 in Höhe von Haus-Nr. 45	Tersteegenstraße / C1 45	Tersteegenstraße / C1 45, Moers, Deutschland	51.44862	6.63699
Tersteegenstraße / C1 in Höhe von Haus-Nr. 47	Tersteegenstraße / C1 47	Tersteegenstraße / C1 47, Moers, Deutschland	51.44859	6.63711
Tersteegenstraße / C1 in Höhe von Haus-Nr. 5	Tersteegenstraße / C1 5	Tersteegenstraße / C1 5, Moers, Deutschland	51.44856	6.63369
Tersteegenstraße / C1 in Höhe von Haus-Nr. 6	Tersteegenstraße / C1 6	Tersteegenstraße / C1 6, Moers, Deutschland	51.44875	6.63389
Tersteegenstraße / C1 in Höhe von Haus-Nr. 7	Tersteegenstraße / C1 7	Tersteegenstraße / C1 7, Moers, Deutschland	51.44856	6.63381
Tersteegenstraße / C1 in Höhe von Haus-Nr. 8	Tersteegenstraße / C1 8	Tersteegenstraße / C1 8, Moers, Deutschland	51.44876	6.63405
Tersteegenstraße / C1 in Höhe von Haus-Nr. 8/10	Tersteegenstraße / C1 8/10	Tersteegenstraße / C1 8/10, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1 in Höhe von Haus-Nr. 8-10	Tersteegenstraße / C1 8-10	Tersteegenstraße / C1 8-10, Moers, Deutschland	51.44877	6.63421
Tersteegenstraße / C1 in Höhe von Haus-Nr. 9	Tersteegenstraße / C1 9	Tersteegenstraße / C1 9, Moers, Deutschland	51.44857	6.63393
Tersteegenstraße / C1 vor Haus-Nr. 18	Tersteegenstraße / C1 18	Tersteegenstraße / C1 18, Moers, Deutschland	51.44878	6.63481
Tersteegenstraße / C1 vor Haus-Nr. 32	Tersteegenstraße / C1 32	Tersteegenstraße / C1 32, Moers, Deutschland	51.44878	6.63728
Tersteegenstraße / C1 zwischen Haus-Nr. 20	Tersteegenstraße / C1 zwischen Haus-Nr. 20	Tersteegenstraße / C1 zwischen Haus-Nr. 20, Moers, Deutschland	51.44887	6.63584
Tersteegenstraße / C1, Ecke Augustastrasse	Tersteegenstraße / C1, Ecke Augustastrasse	Tersteegenstraße / C1, Ecke Augustastrasse, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1, Ecke Goethestraße	Tersteegenstraße / C1, Ecke Goethestraße	Tersteegenstraße / C1, Ecke Goethestraße, Moers, Deutschland	51.44855	6.63337
Tersteegenstraße / C1, Ecke Hopfenstraße	Tersteegenstraße / C1, Ecke Hopfenstraße	Tersteegenstraße / C1, Ecke Hopfenstraße, Moers, Deutschland	51.44855	6.63337
Tervoortstraße 24	Tervoortstraße 24	Tervoortstraße 24, Moers, Deutschland	51.46574	6.62991
Tervoortstraße in Höhe von Haus-Nr. 4	Tervoortstraße 4	Tervoortstraße 4, Moers, Deutschland	51.46551	6.62858
Theodor-Heuss-Straße 8, Wendehammer	Theodor-Heuss-Straße 8, Wendehammer	Theodor-Heuss-Straße 8, Wendehammer, Moers, Deutschland	51.48312	6.61944
Theodor-Heuss-Straße in Höhe von Haus-Nr. 4	Theodor-Heuss-Straße 4	Theodor-Heuss-Straße 4, Moers, Deutschland	51.48379	6.61891
Theodor-Heuss-Straße in Höhe von Haus-Nr. 6	Theodor-Heuss-Straße 6	Theodor-Heuss-Straße 6, Moers, Deutschland	51.48346	6.61867
Thomas-Igl-Straße 2, Ecke	Thomas-Igl-Straße 2, Ecke	Thomas-Igl-Straße 2, Ecke, Moers, Deutschland	51.44735	6.60439
Thomas-Igl-Straße 24, Ecke	Thomas-Igl-Straße 24, Ecke	Thomas-Igl-Straße 24, Ecke, Moers, Deutschland	51.44735	6.60407
Thomas-Igl-Straße 38, Ecke Wendehammer	Thomas-Igl-Straße 38, Ecke Wendehammer	Thomas-Igl-Straße 38, Ecke Wendehammer, Moers, Deutschland	51.44701	6.60262
Thomas-Igl-Straße in Höhe von Haus-Nr. 24, Ecke	Thomas-Igl-Straße 24, Ecke	Thomas-Igl-Straße 24, Ecke, Moers, Deutschland	51.44735	6.60407
Tilsiter Straße	Tilsiter Straße	Tilsiter Straße, Moers, Deutschland	51.48063	6.61352
Tilsiter Straße 21, Wendehammer	Tilsiter Straße 21, Wendehammer	Tilsiter Straße 21, Wendehammer, Moers, Deutschland	51.48023	6.61441
Tilsiter Straße 7	Tilsiter Straße 7	Tilsiter Straße 7, Moers, Deutschland	51.48063	6.61352
Tilsiter Straße ggü. Haus-Nr. 19, Wendehammer	Tilsiter Straße 19, Wendehammer	Tilsiter Straße 19, Wendehammer, Moers, Deutschland	51.48039	6.61441
Tilsiter Straße in Höhe von Haus-Nr. 1	Tilsiter Straße 1	Tilsiter Straße 1, Moers, Deutschland	51.48032	6.61285
Tilsiter Straße in Höhe von Haus-Nr. 21	Tilsiter Straße 21	Tilsiter Straße 21, Moers, Deutschland	51.48023	6.61441
Tilsiter Straße in Höhe von Haus-Nr., Wendehammer	Tilsiter Straße, Wendehammer	Tilsiter Straße, Wendehammer, Moers, Deutschland	51.48063	6.61352
Tilsiter Straße neben Haus-Nr. 13, Wendehammer	Tilsiter Straße 13, Wendehammer	Tilsiter Straße 13, Wendehammer, Moers, Deutschland	51.48055	6.61418
Tilsiter Straße, Wendehammer	Tilsiter Straße, Wendehammer	Tilsiter Straße, Wendehammer, Moers, Deutschland	51.48063	6.61352
Titusstraße ggü. Haus-Nr. 24	Titusstraße 24	Titusstraße 24, Moers, Deutschland	51.44118	6.65616
Titusstraße ggü. Haus-Nr. 26	Titusstraße 26	Titusstraße 26, Moers, Deutschland	51.44103	6.65626
Titusstraße in Höhe von Haus-Nr. 38	Titusstraße 38	Titusstraße 38, Moers, Deutschland	51.44064	6.6572
Tonstraße 70	Tonstraße 70	Tonstraße 70, Moers, Deutschland	51.44379	6.65916
Tonstraße ggü. Haus-Nr. 14	Tonstraße 14	Tonstraße 14, Moers, Deutschland	51.44352	6.65821
Tonstraße ggü. Haus-Nr. 14, Wendehammer	Tonstraße 14, Wendehammer	Tonstraße 14, Wendehammer, Moers, Deutschland	51.44352	6.65821
Tonstraße ggü. Haus-Nr. 23, Wendehammer	Tonstraße 23, Wendehammer	Tonstraße 23, Wendehammer, Moers, Deutschland	51.44373	6.65796
Tonstraße ggü. Haus-Nr. 56	Tonstraße 56	Tonstraße 56, Moers, Deutschland	51.44367	6.6585
Tonstraße in Höhe von Haus-Nr. 70	Tonstraße 70	Tonstraße 70, Moers, Deutschland	51.44379	6.65916
Tonstraße in Höhe von Haus-Nr., Wendehammer	Tonstraße, Wendehammer	Tonstraße, Wendehammer, Moers, Deutschland	51.44367	6.6585
Trajanstraße ggü. Haus-Nr. 12	Trajanstraße 12	Trajanstraße 12, Moers, Deutschland	51.45746	6.65344
Trajanstraße ggü. Haus-Nr. 45	Trajanstraße 45	Trajanstraße 45, Moers, Deutschland	51.45523	6.65056
Trajanstraße ggü. Haus-Nr. 47	Trajanstraße 47	Trajanstraße 47, Moers, Deutschland	51.4552	6.65051
Trajanstraße in Höhe von Haus-Nr. 1	Trajanstraße 1	Trajanstraße 1, Moers, Deutschland	51.45745	6.65391
Trajanstraße in Höhe von Haus-Nr. 1e	Trajanstraße 1e	Trajanstraße 1e, Moers, Deutschland	51.45735	6.65365
Trajanstraße in Höhe von Haus-Nr. 25	Trajanstraße 25	Trajanstraße 25, Moers, Deutschland	51.45573	6.6513
Trajanstraße in Höhe von Haus-Nr. 3	Trajanstraße 3	Trajanstraße 3, Moers, Deutschland	51.4573	6.65357
Trajanstraße in Höhe von Haus-Nr. 30	Trajanstraße 30	Trajanstraße 30, Moers, Deutschland	51.45653	6.65196
Trajanstraße in Höhe von Haus-Nr. 4	Trajanstraße 4	Trajanstraße 4, Moers, Deutschland	51.4577	6.65378
Trajanstraße in Höhe von Haus-Nr. 50	Trajanstraße 50	Trajanstraße 50, Moers, Deutschland	51.45616	6.65153
Trajanstraße in Höhe von Haus-Nr. 6	Trajanstraße 6	Trajanstraße 6, Moers, Deutschland	51.45766	6.65373
Trajanstraße in Höhe von Haus-Nr. 7	Trajanstraße 7	Trajanstraße 7, Moers, Deutschland	51.45708	6.65327
Trajanstraße in Höhe von Haus-Nr. 8	Trajanstraße 8	Trajanstraße 8, Moers, Deutschland	51.45756	6.65358
Trajanstraße, Ecke Werrastr.	Trajanstraße, Ecke Werrastr.	Trajanstraße, Ecke Werrastr., Moers, Deutschland	51.45626	6.65206
Trakehnenstraße 11	Trakehnenstraße 11	Trakehnenstraße 11, Moers, Deutschland	51.47885	6.62301
Trakehnenstraße 17	Trakehnenstraße 17	Trakehnenstraße 17, Moers, Deutschland	51.47822	6.62438
Trakehnenstraße 2f	Trakehnenstraße 2f	Trakehnenstraße 2f, Moers, Deutschland	51.47887	6.62248
Trakehnenstraße ggü. Haus-Nr. 17	Trakehnenstraße 17	Trakehnenstraße 17, Moers, Deutschland	51.47822	6.62438
Treibweg in Höhe von Haus-Nr. 1	Treibweg 1	Treibweg 1, Moers, Deutschland	51.4507	6.65782
Treibweg in Höhe von Haus-Nr. 4	Treibweg 4	Treibweg 4, Moers, Deutschland	51.45092	6.65805
Treibweg in Höhe von Haus-Nr. 4, Garagenzufahrt	Treibweg 4, Garagenzufahrt	Treibweg 4, Garagenzufahrt, Moers, Deutschland	51.45092	6.65805
Uerd ggü. Haus-Nr., Shell Tankstelle	Uerd, Shell Tankstelle	Uerd, Shell Tankstelle, Moers, Deutschland	51.44571	6.63486
Uerdinger Straße 125, HDP Automobile	Uerdinger Straße 125, HDP Automobile	Uerdinger Straße 125, HDP Automobile, Moers, Deutschland	51.44136	6.64119
Uerdinger Straße 55a	Uerdinger Straße 55a	Uerdinger Straße 55a, Moers, Deutschland	51.44636	6.6342
Uerdinger Straße 74	Uerdinger Straße 74	Uerdinger Straße 74, Moers, Deutschland	51.44624	6.63519
Uerdinger Straße 77	Uerdinger Straße 77	Uerdinger Straße 77, Moers, Deutschland	51.44508	6.63591
Uerdinger Straße 87	Uerdinger Straße 87	Uerdinger Straße 87, Moers, Deutschland	51.44431	6.63712
Uerdinger Straße 9	Uerdinger Straße 9	Uerdinger Straße 9, Moers, Deutschland	51.44918	6.63028
Uerdinger Straße ggü. Haus-Nr. 107	Uerdinger Straße 107	Uerdinger Straße 107, Moers, Deutschland	51.44289	6.63912
Uerdinger Straße ggü. Haus-Nr. 109	Uerdinger Straße 109	Uerdinger Straße 109, Moers, Deutschland	51.44274	6.63934
Uerdinger Straße ggü. Haus-Nr. 113	Uerdinger Straße 113	Uerdinger Straße 113, Moers, Deutschland	51.44236	6.63988
Uerdinger Straße ggü. Haus-Nr. 115	Uerdinger Straße 115	Uerdinger Straße 115, Moers, Deutschland	51.4422	6.6401
Uerdinger Straße ggü. Haus-Nr. 117	Uerdinger Straße 117	Uerdinger Straße 117, Moers, Deutschland	51.44215	6.64017
Uerdinger Straße ggü. Haus-Nr. 130	Uerdinger Straße 130	Uerdinger Straße 130, Moers, Deutschland	51.44171	6.64116
Uerdinger Straße ggü. Haus-Nr. 138	Uerdinger Straße 138	Uerdinger Straße 138, Moers, Deutschland	51.44115	6.64171
Uerdinger Straße ggü. Haus-Nr. 38	Uerdinger Straße 38	Uerdinger Straße 38, Moers, Deutschland	51.44851	6.63159
Uerdinger Straße ggü. Haus-Nr. 44	Uerdinger Straße 44	Uerdinger Straße 44, Moers, Deutschland	51.4483	6.63189
Uerdinger Straße ggü. Haus-Nr. 53	Uerdinger Straße 53	Uerdinger Straße 53, Moers, Deutschland	51.4465	6.63405
Uerdinger Straße ggü. Haus-Nr. 55	Uerdinger Straße 55	Uerdinger Straße 55, Moers, Deutschland	51.44636	6.6342
Uerdinger Straße ggü. Haus-Nr. 55a	Uerdinger Straße 55a	Uerdinger Straße 55a, Moers, Deutschland	51.44636	6.6342
Uerdinger Straße ggü. Haus-Nr. 76	Uerdinger Straße 76	Uerdinger Straße 76, Moers, Deutschland	51.44592	6.63532
Uerdinger Straße ggü. Haus-Nr. 93	Uerdinger Straße 93	Uerdinger Straße 93, Moers, Deutschland	51.44387	6.63775
Uerdinger Straße ggü. Haus-Nr., Shell Tankstelle	Uerdinger Straße, Shell Tankstelle	Uerdinger Straße, Shell Tankstelle, Moers, Deutschland	51.44571	6.63486
Uerdinger Straße hinter Haus-Nr. 53	Uerdinger Straße  53	Uerdinger Straße  53, Moers, Deutschland	51.4465	6.63405
Uerdinger Straße hinter Haus-Nr., Shell Tankstelle	Uerdinger Straße , Shell Tankstelle	Uerdinger Straße , Shell Tankstelle, Moers, Deutschland	51.44571	6.63486
Uerdinger Straße in Höhe von Haus-Nr. 101	Uerdinger Straße 101	Uerdinger Straße 101, Moers, Deutschland	51.44345	6.63826
Uerdinger Straße in Höhe von Haus-Nr. 108	Uerdinger Straße 108	Uerdinger Straße 108, Moers, Deutschland	51.44324	6.63928
Uerdinger Straße in Höhe von Haus-Nr. 110	Uerdinger Straße 110	Uerdinger Straße 110, Moers, Deutschland	51.44281	6.63971
Uerdinger Straße in Höhe von Haus-Nr. 111	Uerdinger Straße 111	Uerdinger Straße 111, Moers, Deutschland	51.44247	6.63973
Uerdinger Straße in Höhe von Haus-Nr. 113	Uerdinger Straße 113	Uerdinger Straße 113, Moers, Deutschland	51.44236	6.63988
Uerdinger Straße in Höhe von Haus-Nr. 121	Uerdinger Straße 121	Uerdinger Straße 121, Moers, Deutschland	51.44161	6.64083
Uerdinger Straße in Höhe von Haus-Nr. 123	Uerdinger Straße 123	Uerdinger Straße 123, Moers, Deutschland	51.44141	6.64114
Uerdinger Straße in Höhe von Haus-Nr. 124	Uerdinger Straße 124	Uerdinger Straße 124, Moers, Deutschland	51.44206	6.64089
Uerdinger Straße in Höhe von Haus-Nr. 126	Uerdinger Straße 126	Uerdinger Straße 126, Moers, Deutschland	51.4419	6.64098
Uerdinger Straße in Höhe von Haus-Nr. 128	Uerdinger Straße 128	Uerdinger Straße 128, Moers, Deutschland	51.44175	6.6411
Uerdinger Straße in Höhe von Haus-Nr. 132	Uerdinger Straße 132	Uerdinger Straße 132, Moers, Deutschland	51.44163	6.64127
Uerdinger Straße in Höhe von Haus-Nr. 22	Uerdinger Straße 22	Uerdinger Straße 22, Moers, Deutschland	51.44917	6.63067
Uerdinger Straße in Höhe von Haus-Nr. 25	Uerdinger Straße 25	Uerdinger Straße 25, Moers, Deutschland	51.44824	6.6316
Uerdinger Straße in Höhe von Haus-Nr. 31	Uerdinger Straße 31	Uerdinger Straße 31, Moers, Deutschland	51.44783	6.63186
Uerdinger Straße in Höhe von Haus-Nr. 40	Uerdinger Straße 40	Uerdinger Straße 40, Moers, Deutschland	51.44844	6.63169
Uerdinger Straße in Höhe von Haus-Nr. 41	Uerdinger Straße 41	Uerdinger Straße 41, Moers, Deutschland	51.44735	6.63275
Uerdinger Straße in Höhe von Haus-Nr. 43	Uerdinger Straße 43	Uerdinger Straße 43, Moers, Deutschland	51.44721	6.63299
Uerdinger Straße in Höhe von Haus-Nr. 48	Uerdinger Straße 48	Uerdinger Straße 48, Moers, Deutschland	51.44788	6.63254
Uerdinger Straße in Höhe von Haus-Nr. 52	Uerdinger Straße 52	Uerdinger Straße 52, Moers, Deutschland	51.44761	6.63291
Uerdinger Straße in Höhe von Haus-Nr. 53	Uerdinger Straße 53	Uerdinger Straße 53, Moers, Deutschland	51.4465	6.63405
Uerdinger Straße in Höhe von Haus-Nr. 55a	Uerdinger Straße 55a	Uerdinger Straße 55a, Moers, Deutschland	51.44636	6.6342
Uerdinger Straße in Höhe von Haus-Nr. 60	Uerdinger Straße 60	Uerdinger Straße 60, Moers, Deutschland	51.4472	6.63348
Uerdinger Straße in Höhe von Haus-Nr. 64	Uerdinger Straße 64	Uerdinger Straße 64, Moers, Deutschland	51.44693	6.63382
Uerdinger Straße in Höhe von Haus-Nr. 74	Uerdinger Straße 74	Uerdinger Straße 74, Moers, Deutschland	51.44624	6.63519
Uerdinger Straße in Höhe von Haus-Nr. 99	Uerdinger Straße 99	Uerdinger Straße 99, Moers, Deutschland	51.44355	6.63808
Uerdinger Straße in Höhe von Haus-Nr., Bäckerei Hoenen	Uerdinger Straße, Bäckerei Hoenen	Uerdinger Straße, Bäckerei Hoenen, Moers, Deutschland	51.44571	6.63486
Uerdinger Straße in Höhe von Haus-Nr., Enni	Uerdinger Straße, Enni	Uerdinger Straße, Enni, Moers, Deutschland	51.44571	6.63486
Uerdinger Straße in Höhe von Haus-Nr., Höhe Pizzeria	Uerdinger Straße, Höhe Pizzeria	Uerdinger Straße, Höhe Pizzeria, Moers, Deutschland	51.44571	6.63486
Uerdinger Straße, Enni	Uerdinger Straße, Enni	Uerdinger Straße, Enni, Moers, Deutschland	51.44571	6.63486
Uerdinger Straße, Hanns albeck platz	Uerdinger Straße, Hanns albeck platz	Uerdinger Straße, Hanns albeck platz, Moers, Deutschland	51.44934	6.62938
Uerdinger Straße, Höhe Pizzeria	Uerdinger Straße, Höhe Pizzeria	Uerdinger Straße, Höhe Pizzeria, Moers, Deutschland	51.44571	6.63486
Uerdinger Straße, Niag	Uerdinger Straße, Niag	Uerdinger Straße, Niag, Moers, Deutschland	51.44571	6.63486
Uhlandstraße in Höhe von Haus-Nr. 18	Uhlandstraße 18	Uhlandstraße 18, Moers, Deutschland	51.48148	6.63759
Ulrich-von-Hutten-Straße 16	Ulrich-von-Hutten-Straße 16	Ulrich-von-Hutten-Straße 16, Moers, Deutschland	51.48443	6.63607
Ulrich-von-Hutten-Straße 20	Ulrich-von-Hutten-Straße 20	Ulrich-von-Hutten-Straße 20, Moers, Deutschland	51.48414	6.63637
Ulrich-von-Hutten-Straße ggü. Haus-Nr. 8	Ulrich-von-Hutten-Straße 8	Ulrich-von-Hutten-Straße 8, Moers, Deutschland	51.48483	6.63582
Unter den Kiefern ggü. Haus-Nr. 24	Unter den Kiefern 24	Unter den Kiefern 24, Moers, Deutschland	51.45573	6.67227
Unter den Kiefern in Höhe von Haus-Nr. 26	Unter den Kiefern 26	Unter den Kiefern 26, Moers, Deutschland	51.45586	6.6728
Unter den Kiefern in Höhe von Haus-Nr. 3	Unter den Kiefern 3	Unter den Kiefern 3, Moers, Deutschland	51.45606	6.67223
Unterwallstr.  in Höhe von Haus-Nr. 9	Unterwallstr.  9	Unterwallstr.  9, Moers, Deutschland	51.45285	6.62407
Unterwallstraße	Unterwallstraße	Unterwallstraße, Moers, Deutschland	51.45285	6.62407
Unterwallstraße 1, RATHAUS	Unterwallstraße 1, RATHAUS	Unterwallstraße 1, RATHAUS, Moers, Deutschland	51.45331	6.62349
Unterwallstraße 38	Unterwallstraße 38	Unterwallstraße 38, Moers, Deutschland	51.45292	6.62616
Unterwallstraße 7	Unterwallstraße 7	Unterwallstraße 7, Moers, Deutschland	51.45285	6.62407
Unterwallstraße 9	Unterwallstraße 9	Unterwallstraße 9, Moers, Deutschland	51.45285	6.62407
Unterwallstraße 9, RATHAUS	Unterwallstraße 9, RATHAUS	Unterwallstraße 9, RATHAUS, Moers, Deutschland	51.45285	6.62407
Unterwallstraße ggü. Haus-Nr. 9	Unterwallstraße 9	Unterwallstraße 9, Moers, Deutschland	51.45285	6.62407
Unterwallstraße ggü. Haus-Nr. 9, RATHAUS	Unterwallstraße 9, RATHAUS	Unterwallstraße 9, RATHAUS, Moers, Deutschland	51.45285	6.62407
Unterwallstraße in Höhe von Haus-Nr.	Unterwallstraße	Unterwallstraße, Moers, Deutschland	51.45285	6.62407
Unterwallstraße in Höhe von Haus-Nr. 14	Unterwallstraße 14	Unterwallstraße 14, Moers, Deutschland	51.4529	6.62331
Unterwallstraße in Höhe von Haus-Nr. 38	Unterwallstraße 38	Unterwallstraße 38, Moers, Deutschland	51.45292	6.62616
Unterwallstraße in Höhe von Haus-Nr. 40	Unterwallstraße 40	Unterwallstraße 40, Moers, Deutschland	51.45294	6.62627
Unterwallstraße in Höhe von Haus-Nr. 42	Unterwallstraße 42	Unterwallstraße 42, Moers, Deutschland	51.45296	6.62636
Unterwallstraße in Höhe von Haus-Nr. 44	Unterwallstraße 44	Unterwallstraße 44, Moers, Deutschland	51.45301	6.62669
Unterwallstraße in Höhe von Haus-Nr. 48	Unterwallstraße 48	Unterwallstraße 48, Moers, Deutschland	51.45285	6.62407
Unterwallstraße in Höhe von Haus-Nr. 9	Unterwallstraße 9	Unterwallstraße 9, Moers, Deutschland	51.45285	6.62407
Unterwallstraße in Höhe von Haus-Nr. 9, RATHAUS	Unterwallstraße 9, RATHAUS	Unterwallstraße 9, RATHAUS, Moers, Deutschland	51.45285	6.62407
Unterwallstraße in Höhe von Haus-Nr., 9	Unterwallstraße, 9	Unterwallstraße, 9, Moers, Deutschland	51.45285	6.62407
Unterwallstraße in Höhe von Haus-Nr., Braun	Unterwallstraße, Braun	Unterwallstraße, Braun, Moers, Deutschland	51.45285	6.62407
Unterwallstraße in Höhe von Haus-Nr., Odysseus	Unterwallstraße, Odysseus	Unterwallstraße, Odysseus, Moers, Deutschland	51.45285	6.62407
Unterwallstraße in Höhe von Haus-Nr., RATHAUS	Unterwallstraße, RATHAUS	Unterwallstraße, RATHAUS, Moers, Deutschland	51.45285	6.62407
Unterwallstraße, Ecke Neumarkt	Unterwallstraße, Ecke Neumarkt	Unterwallstraße, Ecke Neumarkt, Moers, Deutschland	51.45285	6.62407
Unterwallstraße, Finanzamt	Unterwallstraße, Finanzamt	Unterwallstraße, Finanzamt, Moers, Deutschland	51.45285	6.62407
Unterwallstraße, Odysseus	Unterwallstraße, Odysseus	Unterwallstraße, Odysseus, Moers, Deutschland	51.45285	6.62407
Unterwallstraße, RATHAUS	Unterwallstraße, RATHAUS	Unterwallstraße, RATHAUS, Moers, Deutschland	51.45285	6.62407
Veit-Stoß-Straße ggü. Haus-Nr. 5	Veit-Stoß-Straße 5	Veit-Stoß-Straße 5, Moers, Deutschland	51.42407	6.66166
Venloer Straße ggü. Haus-Nr. 40	Venloer Straße 40	Venloer Straße 40, Moers, Deutschland	51.44279	6.61303
Venloer Straße in Höhe von Haus-Nr., Tennishalle	Venloer Straße, Tennishalle	Venloer Straße, Tennishalle, Moers, Deutschland	51.44368	6.61105
Venloer Straße in Höhe von Haus-Nr., Tennis-Halle Z.1052-37	Venloer Straße, Tennis-Halle Z.1052-37	Venloer Straße, Tennis-Halle Z.1052-37, Moers, Deutschland	51.44368	6.61105
Venloer Straße, Hinter Kreuzung	Venloer Straße, Hinter Kreuzung	Venloer Straße, Hinter Kreuzung, Moers, Deutschland	51.44368	6.61105
Venloer Straße, Tennishalle	Venloer Straße, Tennishalle	Venloer Straße, Tennishalle, Moers, Deutschland	51.44368	6.61105
Venloer Straße, Tennis-Halle Z.1052-37	Venloer Straße, Tennis-Halle Z.1052-37	Venloer Straße, Tennis-Halle Z.1052-37, Moers, Deutschland	51.44368	6.61105
